__id,fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
row-qaph.8vrp-jc82,8/10/21,martes,6/15/21,martes,no aplica,si,si,si,no,si,no,f,34 - años,no aplica,no aplica,soltera,posgrado,no aplica,7,no aplica,ama de casa,no aplica,familiar,no aplica,no aplica,m,ex compañero,1,34 años,soltero,posgrado,empleado,no aplica,7,no aplica,familiar
row-d5w3-4h9e-sndr,8/11/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,28 años,no aplica,no aplica,soltera,bachiller,no aplica,7,no aplica,oficios varios,2,rentada,no aplica,no aplica,m,ex compañero,2,32 años,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
row-ckrk_w8fa.f3k5,8/12/21,jueves,no aplica,no aplica,no aplica,no,si,no,no,si,no,f,32 años,no aplica,no aplica,soltera,no aplica,no aplica,7,no aplica,ama de casa,2,familiar,no aplica,no aplica,m,compañero,no aplica,42 - años,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
row-8du2-9ehj_65uh,8/12/21,jueves,no aplica,no aplica,no aplica,no,no,si,no,no,no,m,no aplica,no aplica,no aplica,casado,no aplica,no aplica,3,no aplica,mecanico,2,rentada,no aplica,no aplica,m,hermano,3,52 años,casado,no aplica,transportador,no aplica,5,no aplica,propia
row-65zi-sdvv-y4yx,8/15/21,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,m,36 años,no aplica,no aplica,soltero,no aplica,no aplica,5,no aplica,empresario,no aplica,rentada,no aplica,no aplica,m,padre,2,65 años,no aplica,5 primaria,oficios varios,no aplica,7,no aplica,no aplica
row-uhk3~vnqb-3h3f,8/16/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,58 años,no aplica,no aplica,no aplica,primaria,no aplica,7,no aplica,ama de casa,no aplica,no aplica,no aplica,no aplica,m,hijo,2,35 años,union libre,6 de bachillerato,oficios varios,no aplica,7,no aplica,familiar
row-dmbe.fxve.rnwd,8/16/21,lunes,8/15/21,domingo,no aplica,no,si,si,no,no,no,f,28 años,no aplica,no aplica,soltera,bachiller,no aplica,1,no aplica,ama de casa,1,rentada,no aplica,no aplica,m,ex pareja,1,26 años,no aplica,no aplica,tecnico en fumigacion,no aplica,no aplica,no aplica,no aplica
row-gnqw_jwqk~rbe4,8/18/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,36 años,no aplica,no aplica,union libre,5 primaria,no aplica,5,no aplica,ama de casa,2,rentada,no aplica,no aplica,f,madre,7,57 años,viuda,5 primaria,ama de casa,no aplica,5,no aplica,rentada
row-hzit-q2ey_iw57,8/18/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,55 años,no aplica,no aplica,soltero,primaria,no aplica,5,no aplica,ama de casa,3,propia,no aplica,no aplica,m,hijo,3,no aplica,no aplica,bachiller,oficios varios,no aplica,5,no aplica,propia
row-89e7.mgje_hh3n,8/19/21,jueves,no aplica,no aplica,no aplica,si,si,no,no,si,no,f,30 años,no aplica,no aplica,union libre,no aplica,no aplica,5,no aplica,inpendiente,1,rentada,no aplica,4,m,pareja,1,49 años,union libre,primaria,oficios varios,no aplica,5,no aplica,rentada
row-yqqs_9nhg-8wvz,8/21/21,sabado,8/18/21,miercoles,no aplica,si,si,si,no,no,no,f,38 años,no aplica,no aplica,divorciada,univeristario,no aplica,7,no aplica,empleada,2,no aplica,no aplica,no aplica,m,hijo,no aplica,16 años,soltero,bachiller,estuadiante,no aplica,7,no aplica,familiar
row-yfdn.8cmd~v3y5,8/23/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,50 años,no aplica,no aplica,viuda,no aplica,no aplica,5,no aplica,ama de casa,4,rentada,no aplica,no aplica,m,hermano,no aplica,56 años,no aplica,no aplica,no aplica,no aplica,5,no aplica,no aplica
row-miez_cjkv~ysp4,8/24/21,martes,no aplica,no aplica,no aplica,no,no,si,no,no,no,m,46 años,no aplica,no aplica,union marital,profesional,no aplica,no aplica,no aplica,docente,no aplica,propia,no aplica,2,f,suegra,no aplica,no aplica,casada,profesional,pensionada,no aplica,no aplica,no aplica,propia
row-xhxt~4gr7.z5j8,8/24/21,martes,no aplica,no aplica,no aplica,no,si,no,no,si,no,m,30 años,no aplica,no aplica,soltero,profesional,no aplica,6,no aplica,independiente,1,familiar,no aplica,no aplica,f,ex pareja,1,27 años,soltera,profesional,enfermera jefe,no aplica,2,no aplica,rentada
row-d2dw-u42a~spyi,8/29/21,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,48 años,no aplica,no aplica,union marital,bachiller,no aplica,7,no aplica,ama de casa,3,propia,no aplica,no aplica,m,compañero,3,53 - años,union libre,tercero de primaria,oficial de obra,no aplica,7,no aplica,propia
row-eth8~yfsv_njih,9/3/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,27 años,no aplica,no aplica,union libre,bachiller,no aplica,7,no aplica,operaria logistica,1,rentada,no aplica,no aplica,m,ex novio,3,29 años,union libre,bachiller,oficial de construccion,no aplica,7,no aplica,rentada
row-45bu_v6uq-pgpx,9/3/21,viernes,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,28 años,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,ama de casa,1,rentada,no aplica,2,m,ex compañero,5,41 años,soltero,tecnico,musico,no aplica,5,no aplica,rentada
row-aix3~5xu7~n3at,9/3/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,no aplica,no aplica,no aplica,union libre,primaria,no aplica,5,no aplica,operaria de confeccion,3,rentada,no aplica,no aplica,m,no aplica,no aplica,34-años,no aplica,no aplica,no aplica,tenerife,16,no aplica,no aplica
row-mkei_a4tj~yq5w,9/4/21,sabado,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,37 años,no aplica,no aplica,union libre,tecnico,no aplica,1,no aplica,controladora operaria,2,propia,no aplica,no aplica,m,compañero,1,38 años,soltero,bachiller,guarda de seguridad,no aplica,1,no aplica,no aplica
row-t8ec_bj3z.5xvm,9/6/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,52 años,no aplica,no aplica,soltera,bachiller,no aplica,6,no aplica,empleada-independiente,2,familiar,no aplica,no aplica,m,madre,1,26 años,soltero,bachiller,operario,no aplica,6,no aplica,familiar
row-j2i7_knhx.53x6,9/6/21,lunes,9/2/21,jueves,no aplica,no,si,si,no,si,no,f,17 años,no aplica,no aplica,soltera,11 bachillerato,no aplica,7,no aplica,estudiente,no aplica,rentada,no aplica,7,m,ex pareja,1,37 años,soltero,no aplica,comerciante independiente,no aplica,6,no aplica,no aplica
row-sxwb.7wdw.ykik,9/7/21,martes,9/5/21,domingo,no aplica,no,si,si,no,no,no,f,24 años,no aplica,no aplica,casada,tecnico,no aplica,6,no aplica,asesora comercial,1,rentada,no aplica,no aplica,m,ex pareja,1,32 años,casado,bachiller,auxiliar servicios generales,no aplica,7,no aplica,rentada
row-q6jj_g3z9~324c,9/8/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,26 años,no aplica,no aplica,soltera,profesional,no aplica,7,no aplica,ingeniera agronoma,no aplica,propia,no aplica,no aplica,m,padrastro,1,50 años,union libre,profesional,ingeniero en sistemas,no aplica,7,no aplica,propia
row-cb68-gtdj_j54i,9/9/21,jueves,9/8/21,miercoles,no aplica,si,si,si,no,no,no,f,35 años,no aplica,no aplica,union libre,bachiller,no aplica,6,no aplica,ama de casa,no aplica,familiar,no aplica,no aplica,f,cuñada,no aplica,27 años,union libre,bachiller,ama de casa,no aplica,6,no aplica,no aplica
row-2ghw~gthj-qfb7,9/9/21,jueves,no aplica,no aplica,no aplica,no,no,si,si,no,no,f,65 años,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,m,compañero,1,74 años,soltero,profesional,soldador,no aplica,7,no aplica,familiar
row-6yae_aqgw.kzjk,12/9/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,34 años,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,ama de casa,4,rentada,no aplica,5,m,novio,1,32 años,soltero,bachiller,guarda de seguridad,no aplica,5,no aplica,rentada
row-e2xu.5ins~dqe7,9/13/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,56 años,no aplica,no aplica,union libre,no aplica,no aplica,2,no aplica,ama de casa,10,propia,no aplica,no aplica,f,hija,no aplica,20 años,soltera,no aplica,no aplica,no aplica,2,no aplica,familiar
row-h6tf_x6ab.meex,9/17/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,no,no,f,76 años,no aplica,no aplica,viuda,no aplica,no aplica,6,no aplica,no aplica,no aplica,propia,no aplica,no aplica,f,no aplica,no aplica,55 años,no aplica,no aplica,no aplica,no aplica,6,no aplica,no aplica
row-x758-a4wj-3t7b,9/18/21,sabado,no aplica,no aplica,no aplica,si,si,si,no,si,no,f,19 años,no aplica,no aplica,soltera,bachiller,no aplica,1,no aplica,ama de casa,1,propia,no aplica,5,m,no aplica,no aplica,21 años,soltero,no aplica,no aplica,no aplica,1,no aplica,propia
row-9vfx~ktdc.fywk,9/20/21,lunes,no aplica,no aplica,no aplica,si,no,si,no,no,no,f,59 años,no aplica,no aplica,soltera,no aplica,no aplica,6,no aplica,ama de casa,2,rentada,no aplica,no aplica,m,hijo,no aplica,29 años,soltero,no aplica,construccion,no aplica,6,no aplica,rentada
row-cz8a_yxpf_bzk7,9/22/21,miercoles,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,30 años,no aplica,no aplica,soltera,10 bachillerato,no aplica,5,no aplica,independiente,3,rentada,no aplica,no aplica,m,ex pareja,no aplica,29-años,no aplica,no aplica,mecanico,no aplica,5,no aplica,no aplica
row-ipmq_kjbr_qeax,9/22/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,36 años,no aplica,no aplica,no aplica,no aplica,no aplica,7,no aplica,administradora,1,familiar,no aplica,3,m,ex esposo,1,36 años,no aplica,bachiller,bodeguero,no aplica,7,no aplica,familiar
row-5g6q-5qaq_iy8t,9/23/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,57 años,no aplica,no aplica,soltera,bachiller,no aplica,5,no aplica,no aplica,no aplica,rentada,no aplica,no aplica,m,pareja,no aplica,79 años,no aplica,no aplica,no aplica,no aplica,5,no aplica,propia
row-m7xe.n95n.9kq4,9/23/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,27 años,no aplica,no aplica,soltera,secundaria,no aplica,7,no aplica,operaria de maquina,2,rentada,no aplica,no aplica,m,ex pareja,2,24 años,soltero,bachiller,soldador,no aplica,no aplica,no aplica,rentada
row-s9zi~2gmu~mgac,06/01/2022,jueves,29/12/2021,miércoles,9:35 a.m.,si,si,si,no,si,no,femenino,26,no,ninguno,soltero(a),bachiller completo,juanchito,comuna10,juanchito,empleado,1,alquilada,2,5,masculino,ex-conyuge,1,23,soltero(a),bachiller completo,empleado,juanchito,comuna10,no,familiar
row-pn54~kbud.7jmq,07/01/2022,viernes,07/01/2022,viernes,10:14 a.m.,si,si,si,no,si,no,femenino,29,no,ninguno,soltero(a),bachiller completo,ninguno,comuna5,san pedro,empleado,1,alquilada,3,5,masculino,ex-conyuge,1,30,soltero(a),bachiller completo,independiente,ninguno,comuna5,san pedro,alquilada
row-6iuj~haq5~e4hd,11/01/2022,martes,06/01/2022,miércoles,10:00 a.m.,si,si,si,no,si,no,femenino,48,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna1,20 de julio,independiente,4,propia,3,0,masculino,hijo(a),2,23,casado(a),bachiller incompleto,independiente,ninguno,comuna1,no,alquilada
row-k4kn-uqyb.655e,13/01/2022,jueves,13/01/2022,jueves,10:00 a.m.,si,no,si,no,si,no,femenino,31,no,ninguno,soltero(a),pregrado,ninguno,comuna3,la concordia,empleado,1,alquilada,2,0,masculino,ex-conyuge,1,37,soltero(a),bachiller completo,empleado,ninguno,comuna1,no,familiar
row-skns~ikdn.ssdp,19/01/2022,miércoles,12/01/2022,miércoles,12:21 p.m.,si,si,si,no,si,no,femenino,32,no,ninguno,soltero(a),bachiller completo,ninguno,comuna1,urb. simon bolivar,independiente,1,propia,3,1,masculino,ex-conyuge,1,30,soltero(a),bachiller completo,independiente,ninguno,comuna4,san cayetano,familiar
row-4cqg~xs4d~uazh,19/01/2022,miércoles,18/01/2022,martes,10:50 a.m.,si,si,si,no,si,no,femenino,72,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna3,la emilia,independiente,8,alquilada,2,1,femenino,hijo(a),0,19,soltero(a),primaria incompleta,desempleado,ninguno,comuna3,la emilia,alquilada
row-zc8j.33ep~q4iu,21/01/2022,viernes,09/01/2022,domingo,13:00 p.m.,si,no,si,no,si,no,femenino,28,no,ninguno,soltero(a),bachiller completo,ninguno,comuna5,san pedro,independiente,3,alquilada,2,0,masculino,ex-conyuge,0,25,soltero(a),primaria incompleta,desempleado,ninguno,comuna3,la emilia,alquilada
row-uqzc_b7ft~rnvu,21/01/2022,viernes,04/01/2022,martes,11:30 a.m.,si,si,si,no,si,no,masculino,17,no,ninguno,soltero(a),primaria completa,ninguno,comuna3,el tríangulo,independiente,0,familiar,7,0,masculino,tío(a),1,29,unión libre,bachiller incompleto,independiente,ninguno,comuna3,el triángulo,familiar
row-4rvk~tfjm_8hyt,24/01/2022,lunes,19/01/2022,miércoles,9:49 a.m.,si,no,si,no,si,no,femenino,36,no,ninguno,soltero(a),bachiller completo,ninguno,comuna7,chapinero,independiente,2,propia,3,3,masculino,ex-conyuge,1,38,soltero(a),bachiller completo,empleado,ninguno,comuna1,zamorano,alquilada
row-wpgh.35rd_uzvc,25/01/2022,martes,25/01/2022,martes,9:00 a.m.,si,no,si,no,si,no,femenino,60,no,ninguno,unión libre,primaria incompleta,boyaca,comuna12,cgto boyaca,independiente,1,propia,2,0,masculino,conyuge,3,72,unión libre,primaria incompleta,pensionado,boyaca,comuna12,no,familiar
row-tywj_7ha6~z74a,26/01/2022,miércoles,26/01/2022,miércoles,12:50 p.m.,si,si,si,no,si,no,femenino,45,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna5,san pedro,empleado,4,propia,7,0,masculino,ex-conyuge,0,34,soltero(a),bachiller completo,empleado,ninguno,comuna6,la colombina,familiar
row-suxt_w2ck-387f,27/01/2022,jueves,27/01/2022,jueves,14:05 p.m,si,si,si,no,si,no,femenino,26,no,ninguno,soltero(a),técnico,ninguno,comuna6,el paraiso,empleado,2,alquilada,2,0,masculino,ex-conyuge,1,26,soltero(a),técnico,empleado,ninguno,comuna6,pradera,familiar
row-8hmy-d6mt.nfkj,26/01/2022,miércoles,25/01/2022,martes,10:26 a.m.,si,si,si,no,si,no,femenino,25,no,ninguno,unión libre,técnico,ninguno,comuna2,alameda palo verde,empleado,0,alquilada,2,1,femenino,conyuge,0,27,unión libre,bachiller completo,empleado,ninguno,comuna2,alameda palo verde,alquilada
row-d4ik_tvmr_ey57,28/01/2022,viernes,23/12/2022,viernes,11:55 a.m.,si,si,si,no,si,no,femenino,55,no,ninguno,casado(a),bachiller incompleto,ninguno,comuna5,primero de mayo,independiente,2,familiar,4,0,masculino,hijo(a),0,23,soltero(a),primaria completa,desempleado,ninguno,comuna5,primero de mayo,familiar
row-5yad_4mi7-63rc,29/01/2022,sábado,29/01/2022,sábado,9:23 a.m.,si,si,si,no,si,no,femenino,67,no,ninguno,viudo(a),bachiller completo,ninguno,comuna1,urb. los mangos,independiente,2,propia,4,0,masculino,tío(a),0,23,soltero(a),primaria completa,desempleado,ninguno,comuna1,urb. los mangos,familiar
row-3uda.wemh~u6ng,31/01/2022,lunes,31/12/2022,sábado,9:50 a.m.,si,si,si,no,si,no,femenino,20,no,ninguno,soltero(a),bachiller completo,ninguno,comuna7,las delicias,independiente,1,familiar,12,31/12/1899,masculino,ex-conyuge,1,22,soltero(a),bachiller completo,independiente,ninguno,comuna5,siete de agosto,alquilada
row-d8wt~qzcc.bcyg,02/01/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,34,no,ninguno,casado(a),técnico,ninguno,no aplica,cali,farmaceutica,1,propia,4,no aplica,masculino,conyuge,2,38,casado(a),bachiller completo,vendedor,ninguno,comuna1,no aplica,propia
row-8x7y.a3sm~i3b9,03/01/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,27,no,ninguno,soltero(a),no aplica,potrerillo,comuna16,cgto potrerillo,oficios varios,2,alquilada,03/01/1900,03/01/1900,masculino,ex-conyuge,2,31,no aplica,no aplica,no aplica,tenjo,comuna16,no aplica,no aplica
row-2cnf~hasj.4qsd,03/01/2022,lunes,no aplica,no aplica,31/12/1899,no,no,si,no,si,no,femenino,33,no,ninguno,soltero(a),no aplica,ninguno,comuna3,loreto,oficios varios,2,alquilada,no aplica,no aplica,masculino,no aplica,02/01/1900,37,soltero(a),no aplica,no aplica,ninguno,comuna1,carbonera,alquilada
row-59mt-pp2d~6ma9,03/01/2022,lunes,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,71,si,ninguno,casado(a),bachiller incompleto,ninguno,comuna6,fatima,pensionado,2,familiar,4,3,femenino,hijo(a),no aplica,48,soltero(a),primaria completa,no aplica,ninguno,comuna6,fatima,familiar
row-fkxu.5q6p~dfmq,03/01/2022,lunes,01/01/2022,sabado,3:a.m.,si,si,si,no,si,no,femenino,35,no,ninguno,unión libre,postgrado,ninguno,comuna7,italia,directora de agencia,01/01/1900,propia,03/01/1900,01/01/1900,masculino,conyuge,01/01/1900,37,unión libre,postgrado,asesor comercial,ninguno,comuna7,italia,familiar
row-retf.wy2k.arbc,03/01/2022,lunes,01/01/2022,sabado,12:30.p.m.,no,si,si,no,si,no,femenino,23,no,ninguno,soltero(a),bachiller completo,ninguno,comuna3,rivera escobar,islera,no aplica,alquilada,no aplica,no aplica,masculino,ex-conyuge,no aplica,22,soltero(a),no aplica,soldador,ninguno,comuna1,zamorano,no aplica
row-7x5r-4fqd-dcmp,05/01/2022,miercoles,04/01/2022,martes,31/12/1899,si,si,si,no,si,no,femenino,36,no,ninguno,unión libre,bachiller incompleto,ninguno,comuna3,emilia,independiente,2,alquilada,03/01/1900,02/01/1900,masculino,conyuge,2,36,unión libre,primaria completa,obra blanca,ninguno,comuna3,emilia,alquilada
row-ejw3.qcm8-6pfx,06/01/2022,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,17,no,ninguno,soltero(a),no aplica,ninguno,comuna7,guayacanes del ingenio,trabajo en casa,3,no aplica,no aplica,no aplica,femenino,hijo(a),05/01/1900,70,soltero(a),no aplica,no aplica,ninguno,no aplica,guayacanes del sur,no aplica
row-w59w_7cqs.5yic,06/01/2022,viernes,31/12/2021,viernes,no aplica,no,no,si,no,si,no,femenino,48,no,ninguno,unión libre,no aplica,ninguno,comuna1,orlidia,ama de casa,2,alquilada,01/01/1900,no aplica,masculino,ex-conyuge,no aplica,19/02/1900,unión libre,no aplica,construccion,ninguno,comuna1,orlidia,alquilada
row-9mj2-etsy~e6n3,06/01/2022,viernes,no aplica,no aplica,no aplica,no,si,si,si,si,no,masculino,62,no,ninguno,soltero(a),postgrado,ninguno,comuna4,obrero,pensionado,3,alquilada,no aplica,05/01/1900,femenino,no aplica,1,no aplica,soltero(a),bachiller completo,seguridad en eventos,ninguno,comuna3,emilia,familiar
row-pv2n~hjsy~7zni,07/01/2022,sabado,06/01/2022,viernes,no aplica,no,no,si,no,si,no,femenino,32,no,ninguno,no aplica,bachiller completo,ninguno,comuna5,el bosque,medicina estetica,1,alquilada,2,no aplica,masculino,ex-conyuge,1,no aplica,soltero(a),no aplica,pintor,ninguno,comuna5,urb el bosque,alquilada
row-5d89-63p4-4r8x,07/01/2022,sabado,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,28/01/1900,si,ninguno,casado(a),postgrado,ninguno,comuna6,colombina,cor. de productividad,2,alquilada,4,3,masculino,conyuge,02/01/1900,29,casado(a),tecnólogo,lider de proyecto,ninguno,comuna6,colombina,alquilada
row-b9gv.y7cn-va3n,07/01/2022,sabado,06/01/2022,viernes,6:a.m,si,si,si,no,si,no,masculino,no aplica,si,ninguno,soltero(a),no aplica,ninguno,comuna7,sembrador,guarda seguridad,01/01/1900,propia,02/01/1900,04/01/1900,masculino,no aplica,no aplica,20,soltero(a),no aplica,no aplica,ninguno,comuna7,sembrador,familiar
row-xd2e.gzdd~7bj6,07/01/2022,sabado,no aplica,no aplica,no aplica,si,si,si,si,si,no,femenino,53,no,ninguno,casado(a),primaria completa,ninguno,comuna3,emilia,lavador de camas,no aplica,alquilada,no aplica,no aplica,masculino,conyuge,no aplica,49,casado(a),no aplica,lavador de camas,ninguno,comuna3,emilia,alquilada
row-ijjb~iu4n~fpbh,08/01/2022,domingo,07/01/2022,sabado,31/12/1899,no,si,si,no,si,no,femenino,20,no,ninguno,soltero(a),pregrado,ninguno,no aplica,medellin,estudiante,no aplica,alquilada,no aplica,1,masculino,padre,2,49,soltero(a),primaria completa,vendedor,ninguno,comuna2,santa teresita,alquilada
row-4bbu_nn8m~s6ha,08/01/2022,domingo,31/12/2021,viernes,no aplica,si,si,si,no,si,no,femenino,39,no,ninguno,unión libre,técnico,ninguno,comuna7,guyacanes,ama de casa,03/01/1900,no aplica,no aplica,3,masculino,conyuge,03/01/1900,42,separado(a),tecnólogo,empleado,ninguno,comuna7,ingenio mayaguez,alquilada
row-r9ez~miq2.hjjx,10/01/2022,martes,09/01/2022,lunes,11:00 PM,si,si,si,no,si,no,femenino,38,no,ninguno,unión libre,bachiller completo,ninguno,comuna5,palmirana,ama de casa,no aplica,alquilada,5,1,femenino,hermano(a),no aplica,40,unión libre,bachiller completo,ama de casa,ninguno,comuna7,guayacanes del sur,no aplica
row-igi4~yhtw-auhx,10/01/2022,martes,10/01/2022,martes,31/12/1899,si,si,si,no,si,no,masculino,28,si,ninguno,unión libre,bachiller completo,ninguno,comuna3,emilia,empleado,1,familiar,3,01/01/1900,femenino,ex-conyuge,2,21,soltero(a),primaria incompleta,oficios varios,ninguno,comuna3,emilia,alquilada
row-axj8.q3bn-reyd,10/01/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,22,no,ninguno,soltero(a),bachiller completo,ninguno,comuna8,la virginia,independiente,01/01/1900,propia,3,no aplica,masculino,ex-conyuge,01/01/1900,44,soltero(a),primaria completa,independiente,ninguno,comuna1,zamorano,alquilada
row-msb7~33nt.6n48,12/01/2022,miercoles,07/01/2022,viernes,no aplica,si,si,si,no,si,no,femenino,69,no,ninguno,soltero(a),no aplica,ninguno,comuna1,simon bolivar,ama de casa,no aplica,propia,4,no aplica,femenino,no aplica,no aplica,20,no aplica,no aplica,no aplica,ninguno,comuna1,simon bolivar,familiar
row-zvyi-6kny_jynz,12/01/2022,miercoles,11/01/2022,martes,no aplica,si,si,si,no,si,no,femenino,27,no,ninguno,soltero(a),postgrado,ninguno,comuna7,el trebol,estudiante,no aplica,alquilada,2,2,masculino,padre,03/01/1900,54,divorciado(a),bachiller completo,funcionario,ninguno,comuna7,el trebol,alquilada
row-z3px.5rpz_gnai,12/01/2022,miercoles,04/01/2022,martes,no aplica,no,si,si,no,si,no,femenino,31,si,ninguno,soltero(a),bachiller completo,ninguno,comuna7,sesquicentenario,independiente,2,alquilada,1,02/01/1900,masculino,ex-conyuge,no aplica,29,soltero(a),no aplica,despachador,ninguno,comuna2,portal de las palmas,no aplica
row-se4i~wrdb-rzv5,13/01/2022,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,35,no,ninguno,soltero(a),postgrado,ninguno,comuna3,concordia,contadora,1,alquilada,3,no aplica,masculino,ex-conyuge,1,37,soltero(a),bachiller completo,montacarguista,ninguno,no aplica,sanfernando ( cali),familiar
row-6wfv~j2fi.e8b4,13/01/2022,jueves,05/01/2022,miercoles,no aplica,no,si,si,no,si,no,femenino,26,si,ninguno,casado(a),técnico,ninguno,comuna3,el prado,diseñadora de maquillaje,01/01/1900,alquilada,3,02/01/1900,masculino,ex-conyuge,1,51,casado(a),técnico,rea.audiovisual,ninguno,no aplica,nueva castilla,alquilada
row-dv5p_py2t~pukb,13/01/2022,jueves,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,20,si,ninguno,unión libre,técnico,ninguno,comuna5,mariacano,mecanica dental,no aplica,alquilada,02/01/1900,no aplica,masculino,padre,01/01/1900,29,casado(a),no aplica,desempleado,ninguno,comuna5,no aplica,alquilada
row-c6j9-8yfc~bgjq,13/01/2022,jueves,12/01/2022,miercoles,no aplica,no,si,si,no,si,no,femenino,20,no,ninguno,soltero(a),bachiller completo,ninguno,comuna3,concordia,no aplica,03/01/1900,no aplica,no aplica,no aplica,masculino,ex-conyuge,no aplica,59,no aplica,no aplica,no aplica,la herradura,comuna9,no aplica,no aplica
row-dz53_bgyz_tzeb,11/01/2022,martes,28/12/2021,martes,no aplica,no,si,si,no,si,no,femenino,31,no,ninguno,unión libre,técnico,ninguno,comuna5,sancarlos,analista de nomina,no aplica,familiar,2,no aplica,masculino,conyuge,no aplica,33,unión libre,tecnólogo,auxiliar de nomina,ninguno,comuna2,sendero de belen,propia
row-mrrh-4va7.6fik,14/01/2022,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,64,no,ninguno,casado(a),no aplica,guanabanal,comuna10,cgto guanabanal,ama de casa,3,propia,03/01/1900,no aplica,masculino,conyuge,3,23,casado(a),bachiller completo,pensionado,guanabanal,comuna10,no aplica,propia
row-5hp3_zy84~98ug,14/01/2022,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,30,si,ninguno,unión libre,bachiller incompleto,bolo san isidro,comuna11,cgto bolo san isidro,ama de casa,2,alquilada,no aplica,no aplica,masculino,conyuge,2,65,unión libre,bachiller completo,independiente,bolo san isidro,comuna11,no aplica,alquilada
row-w2mm~6p9z.72bi,15/01/2022,sabado,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,22,si,ninguno,soltero(a),bachiller completo,ninguno,comuna7,luis carlos galan,independiente,1,alquilada,7,05/01/1900,femenino,ex-conyuge,1,54,soltero(a),no aplica,no aplica,no aplica,comuna3,olimpico,alquilada
row-z3dc-53w4.ydff,15/01/2022,sabado,no aplica,no aplica,no aplica,no,no,si,no,si,no,masculino,37,no,ninguno,unión libre,tecnólogo,ninguno,no aplica,no aplica,independiente,1,familiar,3,no aplica,femenino,ex-conyuge,1,24,unión libre,postgrado,no aplica,ninguno,comuna5,el jardin,no aplica
row-7hwa-2e9r~bwhb,16/01/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,29,si,ninguno,soltero(a),bachiller completo,ninguno,comuna3,olimpico,ama de casa,04/01/1900,alquilada,6,1,masculino,ex-conyuge,2,32,soltero(a),tecnólogo,electricista,ninguno,comuna3,olimpico,familiar
