__id,fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
row-hkwk.5pks-kfuk,2022-02-02T00:00:00.000,miércoles,30/01/2022,domingo,11:00 p. m.,si,si,si,no,si,no,femenino,44,no,ninguna,soltera,bachiller,rozo,comuna 8,cgto rozo,independiente,1,familiar,4,1,masculino,hijo(a),6,29,soltero,bachiller,desempleado,rozo,comuna 8,cgto rozo,familiar
row-wyan_af5u_3pgd,2022-02-07T00:00:00.000,lunes,2022-04-02T00:00:00.000,viernes,10:00 p. m.,si,si,si,no,si,no,femenino,38,no,ninguno,soltera,profesional,rozo,comuna 8,cgto rozo,independiente,3,alquiler,5,no aplica,masculino,ex conyuge,1,47,soltero,bachiller,independiente,no aplica,comuna 8,cgto rozo,propia
row-r8wf~fhs7_ykj6,2022-02-16T00:00:00.000,miercoles,2022-11-02T00:00:00.000,viernes,12:00 a. m.,si,si,si,no,si,no,femenino,30,no,ninguna,union libre,bachiller,rozo,comuna 8,cgto rozo,ama de casa,1,alquiler,3,1,masculino,expareja,1,34,union libre,bachiller,oficios varios,rozo,comuna 8,cgto rozo,alquilada
row-htmc.bgu8.3ty5,2022-02-25T00:00:00.000,viernes,2022-06-02T00:00:00.000,domingo,10:30 a. m.,no,si,si,no,si,no,femenino,28,no,ninguna,soltera,primaria completa,rozo,comuna 8,cgto rozo,empleada,3,alquiler,5,2,masculino,expareja,6,32,soltero,bachiller,oficios varios,rozo,comuna 8,cgto rozo,alquilada
row-2rhk.bpwy.xmam,2022-03-03T00:00:00.000,jueves,2022-01-03T00:00:00.000,martes,16:08 p.m.,si,si,si,no,si,no,femenino,22,no,no,soltero(a),bachiller completo,ninguno,comuna3,olímpico,independiente,0,propia,2,0,masculino,ex-conyuge,1,24,soltero(a),bachiller completo,independiente,ninguno,comuna1,zamorano,propia
row-bmqd~sk4h~9b5f,2022-03-03T00:00:00.000,jueves,2022-01-03T00:00:00.000,martes,9:43 a.m.,si,si,si,no,si,no,femenino,29,no,no,soltero(a),bachiller completo,ninguno,comuna1,molinos de comfandi,independiente,2,familiar,2,2,masculino,ex-conyuge,2,50,soltero(a),bachiller completo,independiente,ninguno,comuna1,bosques del eden,familiar
row-szfz-r42e_aduj,2022-08-03T00:00:00.000,martes,2022-08-03T00:00:00.000,martes,10:45 a.m.,si,si,si,no,si,no,masculino,49,no,no,soltero(a),bachiller completo,ninguno,comuna7,el trébol,independiente,2,propia,1,6,femenino,conyuge,2,46,soltero(a),primaria completa,desempleado,ninguno,comuna1,poblado cali,alquilada
row-7k5r.3udz-4e99,2022-08-03T00:00:00.000,martes,2022-08-03T00:00:00.000,martes,16:03 p.m.,si,si,si,no,si,no,femenino,36,no,no,soltero(a),bachiller completo,ninguno,comuna7,campos de la italia,independiente,2,alquilada,3,0,masculino,conyuge,1,29,soltero(a),pregrado,empleado,ninguno,comuna1,caney especial cali,alquilada
row-cvaf.y4vw_b238,2022-08-03T00:00:00.000,martes,16/02/2022,miércoles,10:18 a.m.,si,si,si,no,si,no,femenino,21,no,no,soltero(a),bachiller completo,ninguno,comuna3,el prado,independiente,1,alquilada,5,1,masculino,ex-conyuge,3,32,soltero(a),primaria incompleta,independiente,ninguno,comuna1,ciudad santiago de cali,alquilada
row-cd7h_tqne.q8by,2022-09-03T00:00:00.000,miércoles,2022-12-02T00:00:00.000,sábado,11:47 a.m.,si,si,si,no,si,no,femenino,24,no,no,soltero(a),pregrado,ninguno,comuna1,villa claudia,independiente,1,alquilada,3,0,masculino,ex-conyuge,1,40,soltero(a),primaria incompleta,empleado,la pampa,comuna12,no,alquilada
row-wezb_hdau.dqzp,2022-09-03T00:00:00.000,miércoles,21/02/2022,lunes,12:30 a.m.,si,si,si,no,si,no,femenino,35,no,no,soltero(a),primaria completa,tienda nueva,comuna13,tres esquinas,independiente,2,alquilada,2,0,masculino,ex-conyuge,0,30,soltero(a),primaria incompleta,independiente,tienda nueva,comuna13,la guajira,propia
row-yzfd~2s6u_q9w2,2022-10-03T00:00:00.000,jueves,2022-10-03T00:00:00.000,jueves,11:50 a.m.,si,si,si,no,si,no,femenino,55,no,no,unión libre,primaria completa,ninguno,comuna5,san pedro,independiente,5,alquilada,3,0,masculino,hijo(a),0,18,soltero(a),bachiller completo,independiente,ninguno,comuna5,san pedro,alquilada
row-4utx~ntfa.bc4r,2022-11-03T00:00:00.000,viernes,19/01/2022,miércoles,14:54 p.m.,si,si,si,no,si,no,femenino,32,no,no,soltero(a),bachiller completo,ninguno,comuna7,parques de la italia,independiente,2,familiar,3,0,masculino,ex-conyuge,2,32,soltero(a),bachiller completo,empleado,ninguno,comuna7,parques de la italia,alquilada
row-pbj6_v98s.bt3y,2022-11-03T00:00:00.000,viernes,2022-05-03T00:00:00.000,sábado,7:00 a.m.,si,si,si,no,si,no,femenino,36,no,no,soltero(a),bachiller completo,ninguno,comuna1,la esperanza,independiente,0,alquilada,1,2,masculino,ex-conyuge,0,34,soltero(a),bachiller completo,empleado,ninguno,comuna5,san pedro,alquilada
row-73nd.zizq-vz9n,15/03/2022,martes,15/03/2022,martes,8:53 a.m.,si,si,si,no,si,no,femenino,27,no,no,unión libre,bachiller completo,ninguno,comuna7,chapinero sur,empleado,1,alquilada,2,4,masculino,ex-conyuge,1,30,soltero(a),bachiller incompleto,desempleado,ninguno,comuna7,chapinero sur,alquilada
row-6buv_vyfw-ax2n,15/03/2022,martes,15/03/2022,martes,15:19 p.m.,si,si,si,no,si,no,masculino,90,no,no,soltero(a),primaria incompleta,ninguno,comuna1,simón bolívar,desempleado,5,familiar,4,0,femenino,hermano(a),0,42,soltero(a),bachiller incompleto,desempleado,ninguno,comuna1,simón bolívar,familiar
row-vp9w~kt9g~2brc,17/03/2022,jueves,2022-08-03T00:00:00.000,martes,8:51 a.m.,si,si,si,no,si,si,femenino,29,no,no,soltero(a),técnico,ninguno,comuna3,llanogrande,empleado,1,familiar,2,0,masculino,ex-conyuge,1,27,soltero(a),bachiller incompleto,desempleado,ninguno,comuna7,montebello cali,familiar
row-9dj4-44bh.62ya,22/03/2022,martes,2022-06-03T00:00:00.000,domingo,8:53 a.m.,si,si,si,no,si,no,femenino,27,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,zamorano,independiente,0,alquilada,2,0,masculino,ex-conyuge,0,37,soltero(a),primaria incompleta,desempleado,ninguno,comuna2,las mercedes,familiar
row-ym56_rzua.nh4t,28/03/2022,lunes,28/03/2022,lunes,13:29 a.m.,si,si,si,no,si,no,femenino,40,no,no,soltero(a),bachiller completo,ninguno,comuna3,la emilia,independiente,3,propia,3,0,masculino,ex-conyuge,1,60,soltero(a),primaria incompleta,independiente,ninguno,comuna3,fontibón cundinamarca,propia
row-cqt5.r5ke-v9x7,31/03/2022,jueves,28/03/2022,lunes,8:54 a.m.,si,si,si,no,si,no,femenino,44,no,no,casado(a),bachiller incompleto,rozo,comuna8,la torres callejón vergara,independiente,4,alquilada,5,0,masculino,conyuge,2,44,casado(a),bachiller completo,empleado,rozo,comuna8,la torres callejón vergara,alquilada
row-ekkp.ibnn-zypk,2022-01-03T00:00:00.000,martes,25/02/2022,viernes,no aplica,no,no,si,no,si,no,femenino,25,no aplica,no aplica,soltera,técnico,ninguno,comuna3,rivera escobar,manicurista,1,alquilada,5,2,masculino,coyugue,1,5,soltero,bachiller,empleado,ninguno,comuna1,zamorano,alquilada
row-ks7z-t37s~is6b,2022-01-03T00:00:00.000,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,20,no,no aplica,soltera,noveno-bachiller,ninguno,comuna4,uribe uribe,ama de casa,1,alquilada,no aplica,no aplica,masculino,exconyugue,1,9,soltero,bachiller,servicio de,ninguno,comuna5,no aplica,no registro
row-jprt~sz5x.cwhc,2022-02-03T00:00:00.000,miercoles,2022-01-03T00:00:00.000,martes,no aplica,si,no,si,no,si,no,femenino,19,no,no aplica,soltera,técnico,ninguno,comuna3,fray luis,estudios,no aplica,alquilada,3,1,masculino,hermano(a),no aplica,no aplica,soltero,técnico,empleado,ninguno,comuna3,fray luis,alquilada
row-mw4x.g2zh-xn2q,2022-03-03T00:00:00.000,jueves,2022-03-03T00:00:00.000,jueves,04:00 a. m.,si,si,si,no,si,no,femenino,64,no,no aplica,casado(a),bachiller,ninguno,comuna4,no aplica,ama de casa,3,propia,5,no aplica,masculino,hijo(a),no aplica,no aplica,soltero,tecnologo,desempleado,ninguno,comuna4,no aplica,familiar
row-8pfk_m5bj~x4zv,2022-03-03T00:00:00.000,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,29,si,no aplica,soltera,tecnico profesional,ninguno,comuna7,las americas,diseño modas,1,familiar,4,1,masculino,exconyugue,1,7,no registro,postgrado,maestro,ninguno,no aplica,no aplica,no registro
row-47qy_ckef.uhmy,2022-04-03T00:00:00.000,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,52,no aplica,no aplica,soltera,sexto-bachiller,ninguno,comuna5,urb. el bosque,oficios varios,3,propia,3,no aplica,masculino,hijo(a),1,5,soltero,quinto,no registro,ninguno,comuna5,urb. el bosque,propia
row-yi8e~7g9e_hikz,2022-08-03T00:00:00.000,martes,2022-06-03T00:00:00.000,domingo,no aplica,no,no,si,no,si,no,femenino,26,no aplica,no aplica,soltera,trcero-bachiller,ninguno,comuna4,el obrero,ama de casa,2,alquilada,5,no aplica,masculino,exconyugue,2,4,soltero,no registro,obrero,ninguno,comuna3,no aplica,no registro
row-pk5x_r6vy.yhx3,2022-09-03T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,49,si,no,soltera,tecnologa,ninguno,comuna5,primero de mayo,empleada,no aplica,alquilada,no aplica,16,masculino,exconyugue,1,no aplica,soltero,bachiller,empleado,ninguno,comuna7,sesquicentenario,no registro
row-n6q2_p72p_dsar,2022-10-03T00:00:00.000,jueves,14/02/2022,lunes,no aplica,no,si,si,no,si,no,femenino,44,no aplica,no aplica,soltera,bachiller,ninguno,comuna5,san pedro,no registro,2,familiar,3,3,masculino,exconyugue,2,8,soltero,no registro,constructor,ninguno,comuna4,el obrero,no aplica
row-w4ap.sqr4_9i92,2022-10-03T00:00:00.000,jueves,no aplica,no aplica,no aplica,no,no,n,si,si,no,femenino,84,no aplica,no aplica,soltera,bachiller,ninguno,comuna6,la trinidad,estilista,no aplica,alquilada,no aplica,3,masculino,hijo(a),3,49,unión libre,primaria,pintor de carros,ninguno,comuna7,la independencia,propia
row-qjbs.dbyc-umtt,2022-12-03T00:00:00.000,domingo,2022-02-03T00:00:00.000,miércoles,no aplica,si,si,si,no,si,no,femenino,25,no aplica,no aplica,unión libre,bachillerato,ninguno,comuna5,urb. buenos aires,ama de casa,2,alquilada,4,6,masculino,coyugue,2,2,unión libre,bachiller,operario de maquina,ninguno,comuna5,urb. buenos aires,alquilada
row-ddap.e72q~zunb,2022-12-03T00:00:00.000,domingo,2022-11-03T00:00:00.000,viernes,no aplica,no,si,si,no,si,no,femenino,26,no,no,unión libre,no registro,ninguno,comuna5,danubio,ama de casa,2,alquilada,3,no aplica,masculino,coyugue,2,6,soltero,bachiller,empleado,ninguno,comuna7,barrio nuevo,alquilada
row-5x7v-4rfx_nkug,15/03/2022,martes,2022-07-03T00:00:00.000,lunes,no aplica,no,si,si,no,si,no,femenino,73,no aplica,no aplica,separado(a),no registro,ninguno,comuna3,emilia,ama de casa,5,propia,no aplica,no aplica,masculino,coyugue,5,no aplica,unión libre,primaria,pensionado,ninguno,comuna3,emilia,propia
row-sem4.mb3i~6d5q,17/03/2022,jueves,16/03/2022,miércoles,10.a.m,no,no,si,no,si,no,masculino,76,no,no,unión libre,postgrado,ninguno,comuna6,la trinidad,abogado,6,familiar,7,no aplica,masculino,hijo(a),3,22,no registro,bachiller,comerciante,ninguno,no aplica,no aplica,no registro
row-mt2a-eysx.pyia,17/03/2022,jueves,no aplica,no aplica,no aplica,si,no,si,no,si,no,masculino,65,no,no,casado(a),trcero-bachiller,ninguno,comuna5,san pedro,comerciante,3,propia,no aplica,7,femenino,exconyugue,3,41,casada,quinto- primaria,ama de casa,ninguno,comuna5,san pedro,familiar
row-fwkg~wtwc_n9g4,17/03/2022,jueves,2022-12-03T00:00:00.000,sabado,12: p.m,si,no,si,no,si,no,femenino,75,no,no,divorciado,postgrado,ninguno,comuna6,caicelandia,jubilada,no aplica,propia,9,no aplica,femenino,hijo(a),no aplica,no aplica,soltero,postgrado,docente,ninguno,comuna6,caicelandia,familiar
row-yzkn~2kdv-vmuz,20/03/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,23,no,no,unión libre,bachiller,ninguno,comuna2,urb. campestre,independiente,2,alquilada,3,4,femenino,exconyugue,1,8,soltero,no registro,modelo de catalago,ninguno,comuna2,altamira,alquilada
row-htay-btbu.d665,22/03/2022,martes,20/03/2022,domingo,11,no,si,si,no,si,no,femenino,24,no aplica,no aplica,unión libre,primaria,ninguno,comuna5,san jorge,ventas,1,alquilada,3,5,masculino,exconyugue,1,8,unión libre,bachiller,construccion,ninguno,comuna1,zamorano,alquilada
row-wnr7-cg59~qy87,23/03/2022,miercoles,20/03/2022,domingo,no aplica,no,no,si,no,si,no,femenino,51,no aplica,no aplica,soltera,bachiller,ninguno,comuna7,guayacanes del ingenio,ama de casa,2,propia,6,no aplica,femenino,hijo(a),no aplica,no aplica,soltero,postgrado,no registro,ninguno,comuna7,guayacanes del ingenio,no registro
row-git3_ct96-u4zi,25/03/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,58,si,afrocolombiano,viudo(a),bachiller,ninguno,comuna7,no aplica,artesana,2,alquilada,3,no aplica,masculino,hermano(a),1,24,soltero,primaria,soldador,ninguno,comuna7,no aplica,alquilada
row-2szk~s5su-5578,25/03/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,46,no aplica,no aplica,soltera,segundo bachiller,ninguno,comuna7,parques de la italia,independiente,6,alquilada,2,no aplica,masculino,hijo(a),no aplica,no aplica,soltero,cuarto-bachiler,empleado,ninguno,comuna7,parques de la italia,alquilada
row-a6wi~fmp4~x242,26/03/2022,sabado,24/03/2022,jueves,no aplica,no,no,si,no,si,no,masculino,58,no aplica,no aplica,soltera,bachiller,ninguno,comuna7,parques de la italia,guarda seguridad,no aplica,propia,1,4,femenino,exconyugue,no aplica,no aplica,no registro,no registro,no registro,ninguno,no aplica,no aplica,no registro
row-wvkk-4ewk_jint,27/03/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,no aplica,no aplica,no aplica,soltera,bachiller,ninguno,no aplica,no aplica,oficios varios,3,propia,no aplica,5,masculino,hermano(a),2,14,soltero,bachiller,empleado,ninguno,comuna5,san pedro,propia
row-4kzz-sheq_37q9,28/03/2022,lunes,no aplica,no aplica,no aplica,no,no,si,si,si,no,femenino,38,no,no,soltera,no registro,ninguno,comuna5,municipal,estilista,2,propia,3,no aplica,masculino,exconyugue,2,20,no registro,tecnico,docente,ninguno,no aplica,no aplica,propia
row-34vr-nx74-76vr,28/03/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,29,no,no,soltera,octavo-bachiller,ninguno,comuna7,el sembrador,ayudante de cocina,3,alquilada,4,no aplica,masculino,exconyugue,1,1,soltero,no registro,ayudante de chofer,ninguno,no aplica,no aplica,alquilada
row-5iyh_jnn9.yrxy,28/03/2022,lunes,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,42,si,no,divorciado,bachiller,ninguno,comuna5,no aplica,labores del campo,3,familiar,4,2,femenino,hijo(a),1,6,soltera,octavo- bachiller,no,ninguno,comuna5,no aplica,familiar
row-dcaj_m6dh_jejq,28/03/2022,lunes,no aplica,no aplica,no aplica,no,no,si,si,si,no,masculino,32,no,no,union libre,tecnologo,ninguno,comuna5,primero de mayo,comerciante,1,propia,no aplica,no aplica,femenino,exconyugue,1,3,soltera,postgrado,empleada,ninguno,comuna2,urb. parque de la merced,no registro
row-tn8z~fpxm-a8ky,29/03/2022,martes,28/03/2022,lunes,06:00 a. m.,no,no,si,no,si,no,femenino,32,no aplica,no aplica,casada,bachiller,ninguno,comuna7,parques de la italia,independiente,2,propia,4,4,masculino,coyugue,2,7,casado,primaria,empleado,ninguno,comuna7,parques de la italia,propia
row-xf89_uph9~fk9v,2022-02-03T00:00:00.000,miércoles,2022-02-03T00:00:00.000,miércoles,12:00 a.m.,si,si,si,no,si,no,femenino,36,no,no,soltero(a),primaria incompleta,ninguno,comuna1,ignacio torres,independiente,0,familiar,2,0,masculino,ex-conyuge,0,0,soltero(a),primaria incompleta,desempleado,ninguno,comuna2,portal de las palmas,familiar
row-ade6_jnyq~i97k,2022-03-03T00:00:00.000,jueves,2022-12-02T00:00:00.000,sábado,9:11 a.m,si,si,si,no,si,no,femenino,28,no,no,unión libre,técnico,ninguno,comuna1,caimitos,independiente,2,propia,2,0,masculino,conyuge,6,41,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,caimitos,familiar
row-jcav~f564_n59p,2022-03-03T00:00:00.000,jueves,2021-09-12T00:00:00.000,jueves,11:16 a.m,si,no,si,no,si,no,femenino,33,no,no,soltero(a),bachiller completo,ninguno,comuna1,la cosecha,empleado,2,propia,2,0,masculino,ex-conyuge,0,23,soltero(a),tecnólogo,independiente,ninguno,comuna1,zamorano,propia
row-gi3r.y5fz-y5v2,2022-04-03T00:00:00.000,viernes,2022-03-03T00:00:00.000,jueves,18:45 p.m.,si,si,si,no,si,no,masculino,40,no,no,unión libre,tecnólogo,ninguno,comuna1,cosecha,independiente,0,propia,4,0,masculino,conyuge,0,38,casado(a),primaria incompleta,empleado,ninguno,comuna1,cosecha,familiar
row-rsj5~23fy_2eh7,2022-04-03T00:00:00.000,viernes,28/02/2022,lunes,19:00 p.m.,si,si,si,no,si,no,femenino,57,no,no,casado(a),técnico,ninguno,comuna1,zamorano,independiente,0,propia,4,0,masculino,conyuge,0,60,casado(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
row-f9x5-gpns-vr4s,2022-07-03T00:00:00.000,lunes,2022-07-03T00:00:00.000,lunes,14:32 p.m.,si,no,si,no,si,no,femenino,24,no,no,unión libre,bachiller incompleto,ninguno,comuna1,villa diana,independiente,0,propia,11,0,masculino,ex-conyuge,5,51,unión libre,primaria incompleta,independiente,ninguno,comuna1,rerservas de zamorano,alquilada
row-ym6u.h2f7~gjg3,2022-09-03T00:00:00.000,miércoles,2022-04-03T00:00:00.000,viernes,15:10 p.m.,si,si,si,no,si,no,femenino,58,no,no,casado(a),primaria completa,ninguno,comuna2,alameda,independiente,2,propia,2,0,masculino,conyuge,0,66,casado(a),primaria incompleta,independiente,ninguno,comuna5,siete de agosto,alquilada
row-g2k9.stdd-zg4a,14/03/2022,lunes,13/03/2022,domingo,9:30 a.m.,si,si,si,no,si,no,femenino,38,no,no,soltero(a),bachiller completo,ninguno,comuna1,la cosecha,independiente,1,familiar,2,4,masculino,ex-conyuge,1,41,soltero(a),bachiller completo,independiente,ninguno,comuna1,la cosecha,propia
row-wxbv_v55b~tubc,14/03/2022,lunes,13/03/2022,domingo,9:30 a.m.,si,si,si,no,si,no,masculino,72,no,si,unión libre,primaria incompleta,ninguno,comuna1,simón bolívar,pensionado,0,propia,2,0,femenino,conyuge,1,45,unión libre,primaria incompleta,independiente,ninguno,comuna1,simón bolívar,familiar
row-n4tb.7rfm_2zuw,15/03/2022,martes,2022-10-03T00:00:00.000,jueves,14:03 p.m.,si,no,si,no,si,no,femenino,52,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,zamorano,independiente,0,propia,2,0,masculino,tío(a),0,0,unión libre,primaria incompleta,independiente,ninguno,comuna1,zamorano,alquilada
row-d8iv.dfit-ghpq,22/03/2022,martes,20/03/2022,domingo,15:52 p.m.,si,si,si,no,si,no,femenino,40,no,si,soltero(a),bachiller completo,ninguno,comuna2,juan pablo ii,independiente,0,propia,2,0,masculino,ex-conyuge,0,40,soltero(a),primaria incompleta,independiente,ninguno,comuna2,juan pablo ii,alquilada
row-hiem~5vif~9sq2,23/03/2022,miércoles,23/03/2022,miércoles,10:23 a.m.,si,si,si,no,si,no,femenino,55,no,si,casado(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0,propia,6,0,masculino,conyuge,0,53,casado(a),primaria incompleta,independiente,ninguno,comuna1,zamorano,alquilada
row-zgma_72kb~etst,24/03/2022,jueves,24/03/2022,martes,9:00 a.m.,si,si,si,no,si,no,femenino,82,no,no,viudo(a),primaria incompleta,ninguno,comuna2,santa isabel,independiente,7,propia,2,0,masculino,hijo(a),0,24,soltero(a),primaria incompleta,independiente,ninguno,comuna2,santa isabel,alquilada
row-mife_dv84-vki2,24/03/2022,jueves,21/03/2022,lunes,20:00 p.m.,si,si,si,no,si,no,femenino,25,no,no,soltero(a),bachiller completo,ninguno,comuna1,la esperanza,independiente,1,alquilada,2,0,masculino,conyuge,3,31,unión libre,primaria incompleta,independiente,ninguno,comuna1,caimitos,alquilada
row-t4vu_vxdn_z42b,25/03/2022,viernes,25/03/2022,viernes,15:04 p.m.,si,si,si,no,si,no,femenino,28,no,no,soltero(a),técnico,ninguno,comuna1,ignacio torres,independiente,1,propia,2,0,masculino,conyuge,1,26,soltero(a),primaria incompleta,independiente,ninguno,comuna5,san pedro,alquilada
row-b9ix_52c4~6a3e,2022-02-03T00:00:00.000,miercoles,14/02/2022,lunes,12:49 p. m.,no,si,si,no,si,no,femenino,36,no,ninguna,union libre,bachiller,palmaseca,comuna9,cgto palmaseca,empleada,3,prestada,4,3,masculino,expareja,6,46,soltero,primaria completa,empleado,cali,cali,no aplica,rentada
row-pkn7.ee8a~ai27,2022-02-03T00:00:00.000,miercoles,2021-11-12T00:00:00.000,sabado,04:00 p. m.,no,si,si,no,si,no,femenino,20,no,ninguna,soltera,profesional incompleto,rozo,comuna8,cgto rozo,estudiante,1,rentada,3,1,masculino,expareja,0,20,no aporta,primaria,empleado,rozo,comuna 8,no aplica,familiar
row-6nii_f7rx_xyrg,2022-02-03T00:00:00.000,miercoles,2022-01-03T00:00:00.000,martes,05:00 p. m.,si,si,si,si,si,no,masculino,55,no,ninguno,unión libre,primaria,no aplica,comuna8,cgto rozo,de obra,0,rentada,no aplica,0,femenino,pareja,0,33,no aporta,cocinera,empleada,rozo,comuna 8,no aplica,rentada
row-vbsn.xmka_yv39,2022-03-03T00:00:00.000,jueves,2022-03-03T00:00:00.000,martes,16-.00,no,no,si,si,si,no,femenino,30,no,ninguno,soltera,bachiller,rozo,comuna8,cgto rozo,ama de casas,3,familiar,4,1,no aplica,padre,3,42,soltero,primaria,oficios varios,rozo,comuna8,cgto rozo,no aplica
row-wi6v_i55f.qzvd,25/03/2022,viernes,25/03/2022,jueves,09:00 p. m.,no,si,si,no,si,no,femenino,38,no,ninguna,soltera,bachiller incompleto,no aplica,comuna8,cgto rozo,oficios varios,3,alquilada,4,8,masculino,ex-conyuge,3,48,soltero,no aporta,independienteamaimne pasamdo el corregimiento de rozo,no aplica,no aplica,no aplica,familiar
row-3jdz~kv5q-3598,28/03/2022,lunes,27/03/2022,domingo,05:00 p. m.,no,si,si,si,si,no,femenino,24,no,ninguno,soltera,bachiller incomp'leto,no aplica,comuna8,cgto rozo,no trabaja,1,familiar,2,5,masculino,pareja,2,25,soltero,bachiller,oficios varios,rozo,comuna8,cgto rozo,familiar
row-tvhw_am8p.g52a,1/2/21,sabado,no aplica,no aplica,15:00,no,si,si,no,no,no,m,28 años,no aplica,no aplica,no aplica,tecnico,no aplica,6,no aplica,ayudante prensa,1,familiar,no aplica,3,f,ex compañera,3,26 años,no aplica,bachiller,oficios varios,no aplica,2,no aplica,rentada
row-7izq.ecdu.zma9,1/2/21,sabado,no aplica,no aplica,16:00,no,no,si,no,si,no,f,20 años,no aplica,no aplica,soltera,bachiller,no aplica,5,no aplica,ama de casa,2,rentada,no aplica,2,m,ex compañero,2,28 años,soltero,no aplica,no aplica,no aplica,7,no aplica,rentada
row-23si~q6rd_9nfr,1/2/21,sabado,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,43 años,no aplica,no aplica,casada,univeristario,no aplica,6,no aplica,comerciante,2,familiar,no aplica,no aplica,m,ex compañero,2,45 años,no aplica,no aplica,empleado,no aplica,5,no aplica,no aplica
row-dnrp.jj54-y4p6,1/3/21,domingo,no aplica,no aplica,17:20,si,si,si,no,si,no,f,27 años,no aplica,no aplica,soltera,bachiller,no aplica,6,no aplica,impulsadora de produccion,1,familiar,no aplica,6,m,compañero,1,27 años,soltero,bachiller,conductor,no aplica,1,no aplica,rentada
row-34a6_i889~9285,1/4/20,lunes,12/31/20,jueves,10:00,no,si,si,no,no,no,f,22 años,no aplica,no aplica,soltera,no aplica,no aplica,1,no aplica,ama de casa,1,rentada,no aplica,5,m,ex compañero,1,21 años,soltero,no aplica,soldado,no aplica,7,no aplica,rentada
row-3h6d~ktb4-gbex,1/4/20,lunes,no aplica,no aplica,17:30,si,no,si,no,si,no,f,43 años,no aplica,no aplica,soltera,bachiller,no aplica,7,no aplica,independiente,3,rentada,no aplica,3,m,hijo,no aplica,23 años,union libre,6 de bachillerato,oficios varios,no aplica,7,no aplica,rentada
row-bqvt~uzxf.d28k,1/4/21,lunes,no aplica,no aplica,21:30,no,si,si,no,no,no,f,19 años,no aplica,no aplica,casada,bachiller,no aplica,5,no aplica,estudiante,1,rentada,no aplica,1,m,ex compañero,1,21 años,casado,no aplica,trabajador,no aplica,7,no aplica,rentada
row-tcmf_gvrj-udvq,1/5/21,martes,no aplica,no aplica,10:30,no,no,si,no,no,no,f,39 años,no aplica,no aplica,soltera,3 primaria,no aplica,7,no aplica,independiente,3,rentada,no aplica,3,m,ex compañero,2,41 años,soltero,bachiller,ayudante de pinturas,no aplica,4,no aplica,rentada
row-pekx.qv8j_bbwg,1/5/21,martes,no aplica,no aplica,10:36,no,no,no,no,si,no,m,32 años,no aplica,no aplica,soltero,bachiller,no aplica,7,no aplica,auxiliar de patio,3,rentada,no aplica,1,f,ex compañera,3,27 años,union libre,bachiller,oficios varios,no aplica,6,no aplica,familiar
row-5tkb~n3ke.3uq5,1/5/21,martes,12/31/21,jueves,16:54,si,si,no,no,no,no,f,69 años,no aplica,no aplica,union libre,primaria incompleta,no aplica,14,no aplica,ama de casa,3,familiar,no aplica,no aplica,f,compañero,3,70 años,union libre,primaria incompleta,desempleada,la buitrera,14,no aplica,familiar
row-q522.98ue~zhid,1/5/21,martes,no aplica,no aplica,17:00,no,si,si,no,si,no,f,23 años,no aplica,no aplica,soltera,tecnico,no aplica,13,no aplica,ama de casa,1,propia,no aplica,no aplica,m,ex compañero,1,25 años,soltero,tecnico,no aplica,no aplica,5,no aplica,familiar
row-ve3g_zf4q~3wwb,1/5/21,martes,no aplica,no aplica,18:40,si,no,si,no,no,no,f,69 años,no aplica,no aplica,union libre,normalista,no aplica,3,no aplica,pensionada,no aplica,propia,no aplica,8,m,compañero,1,58 años,union libre,bachiller,desempleado,no aplica,3,no aplica,propia
